k,m,j,re,im,abs
4,500,192,-0.004878616773100177,0.0027026227900466375,0.005577192085992185
4,500,193,0.007622322892870486,-0.0001427074074628638,0.007623658681192532
4,500,194,-0.0002585573764789049,0.0026355869613862567,0.0026482391410068873
4,500,195,0.013226677442242672,-0.0228303517315648,0.026385032809304883
4,500,196,0.005331847806072794,-0.0010478268412375499,0.0054338330961063875
4,500,197,0.002449031509965879,0.0003493728641772682,0.0024738263348564266
4,500,198,-0.003182374827768024,-0.004897623726736692,0.005840738627357482
4,500,199,0.005832270383333176,-0.0031180202396981745,0.006613427858491598
4,500,200,-0.027575461516245656,-0.008784022634946709,0.028940717535769586
4,500,201,-0.002348378174609611,-0.0017167404449299898,0.0029089650747716423
4,500,202,0.0013764025642246547,-0.008432031825130653,0.008543631822522572
4,500,203,0.003603105048241505,-0.002569888556564184,0.004425685617147129
4,500,204,-4.4071217489752626e-05,-0.003378827978091036,0.0033791153839047563
4,500,205,0.005687501977336296,0.004646615773241206,0.007344298256902306
4,500,206,-0.004723731155663305,-0.009649593051270158,0.010743755492662028
4,500,207,-0.0012761513583732361,-0.00641488653936486,0.006540591074390932
4,500,208,-0.0070237547292491325,0.006102082774835516,0.009304221874374765
4,500,209,-0.006336069492621695,0.011253214677797286,0.012914357018447477
4,500,210,-0.021400007200692957,0.014971315407117939,0.026117055599916263
4,500,211,-0.0003793693018248778,-0.002346169807762266,0.0023766433964779662
4,500,212,-0.0009686595358718138,0.006035026433844388,0.006112270065502334
4,500,213,-0.0076529560563127295,-0.006329237408639353,0.009931111849877307
4,500,214,0.0006525234476454016,0.006021709674034883,0.006056960809522572
4,500,215,0.006479894370121647,0.0004591433670611094,0.006496140675774381
4,500,216,0.002958648225082274,-0.014684597431223098,0.014979686279654408
4,500,217,0.0012795952214505026,-0.008314672499182408,0.008412558629776032
4,500,218,-0.01056269361766987,-0.0060202382348786875,0.012157868434288104
4,500,219,0.007970634877549022,0.004898312045930902,0.009355451953300422
4,500,220,0.02270619826295553,-0.017667588077384725,0.02877003837378031
4,500,221,0.0017388520032652443,0.003140437409522342,0.0035897010199161367
4,500,222,-0.004028786150359677,0.002987898260743298,0.005015840294694676
4,500,223,0.005448197808300166,0.006616468646515762,0.00857091107809974
4,500,224,-0.005713556451576562,0.009843756319505842,0.011381751438296452
4,500,225,0.014010244244118557,-0.011321375528022681,0.01801278678123871
4,500,226,-0.0009721072838348828,0.004734039456706672,0.004832817206241142
4,500,227,-0.0016607859321090073,0.0010169650144337293,0.001947415660015442
4,500,228,-0.008457555608568666,-0.00029775477740332846,0.008462795328938176
4,500,229,-0.007697516648567674,0.006180990769115385,0.009872001288637787
4,500,230,0.016999019048133876,-0.006894003865774776,0.018343771092666192
4,500,231,-0.001101541600340301,0.0040643258018519405,0.004210954537973509
4,500,232,-0.0025272385164237816,0.00974179142478833,0.010064265233139243
4,500,233,0.007103509016351182,0.003073171630450178,0.007739781922999274
4,500,234,-0.0036631528233775396,-0.0037494936497895395,0.005241888136657527
4,500,235,-0.0013133691259152344,-0.0019287063557789494,0.002333419522445431
4,500,236,-0.009779668524171973,0.00020306828494092954,0.00978177658562231
4,500,237,0.0036154654337236685,-0.0035305184413913526,0.005053330660807296
4,500,238,-0.0009345260969934071,-0.009073398892627458,0.009121398274973795
4,500,239,-0.004842098469846227,0.002146654171609893,0.005296606623506915
4,500,240,-0.02568483264205507,-0.0004197260771289691,0.025688261868608387
4,500,241,0.0012059710905814194,-0.004872122025260263,0.005019157230087966
4,500,242,0.0031811583760632135,0.0020292657130549503,0.003773286094080007
4,500,243,-0.0026860222214914035,0.005256361906740134,0.005902885385044706
4,500,244,0.007052778588375364,0.013227404463341242,0.014990193949828194
4,500,245,-0.005143111851080515,0.00038606261158208907,0.005157581201763713
4,500,246,0.0014152573438237822,-0.003957428474419774,0.004202879189245816
4,500,247,0.0030812296577314015,0.006278105567357035,0.006993467360227183
4,500,248,-0.009959612040731012,0.006524455741788044,0.011906401418078643
4,500,249,0.003533846956707123,0.002614672641354018,0.004395973991605659
4,500,250,-0.008,-2.2990696343584253e-16,0.008
4,500,251,0.0035338469567064274,-0.0026146726413531956,0.004395973991604611
4,500,252,-0.009959612040729928,-0.006524455741789211,0.011906401418078376
4,500,253,0.0030812296577336644,-0.006278105567353675,0.0069934673602251645
4,500,254,0.0014152573438206857,0.003957428474419947,0.004202879189244936
4,500,255,-0.005143111851079968,-0.0003860626115838557,0.0051575812017633
4,500,256,0.007052778588368023,-0.013227404463343466,0.014990193949826702
4,500,257,-0.0026860222214924877,-0.005256361906737832,0.005902885385043149
4,500,258,0.0031811583760598386,-0.0020292657130530473,0.0037732860940761386
4,500,259,0.0012059710905805655,0.004872122025261544,0.005019157230089005
4,500,260,-0.025684832642059098,0.00041972607712353145,0.025688261868612325
4,500,261,-0.0048420984698442715,-0.002146654171611458,0.005296606623505762
4,500,262,-0.0009345260969909437,0.00907339889263045,0.009121398274976518
4,500,263,0.0036154654337247115,0.003530518441392818,0.005053330660809065
4,500,264,-0.009779668524172622,-0.00020306828493910978,0.009781776585622922
4,500,265,-0.001313369125916641,0.0019287063557787614,0.002333419522446067
4,500,266,-0.0036631528233751665,0.003749493649788769,0.005241888136655317
4,500,267,0.007103509016354211,-0.0030731716304518383,0.007739781923002714
4,500,268,-0.0025272385164229424,-0.00974179142478776,0.010064265233138482
4,500,269,-0.001101541600337811,-0.004064325801847977,0.004210954537969032
4,500,270,0.016999019048130042,0.006894003865781661,0.018343771092665228
4,500,271,-0.007697516648568259,-0.006180990769114075,0.009872001288637423
4,500,272,-0.008457555608569523,0.00029775477740339487,0.008462795328939034
4,500,273,-0.0016607859321116872,-0.0010169650144355776,0.0019474156600186928
4,500,274,-0.0009721072838358402,-0.004734039456704609,0.0048328172062393135
4,500,275,0.014010244244121386,0.011321375528020787,0.018012786781239718
4,500,276,-0.005713556451576245,-0.009843756319505289,0.011381751438295815
4,500,277,0.005448197808302191,-0.006616468646515377,0.00857091107810073
4,500,278,-0.004028786150362412,-0.00298789826074776,0.00501584029469953
4,500,279,0.0017388520032696171,-0.0031404374095225255,0.0035897010199184153
4,500,280,0.022706198262955894,0.01766758807738621,0.02877003837378151
4,500,281,0.007970634877546658,-0.004898312045931402,0.00935545195329867
4,500,282,-0.010562693617670066,0.006020238234877332,0.012157868434287603
4,500,283,0.0012795952214481703,0.008314672499184559,0.008412558629777803
4,500,284,0.0029586482250817054,0.014684597431221979,0.014979686279653197
4,500,285,0.006479894370121159,-0.0004591433670628181,0.006496140675774015
4,500,286,0.0006525234476412221,-0.006021709674036752,0.00605696080952398
4,500,287,-0.007652956056312926,0.006329237408637909,0.009931111849876538
4,500,288,-0.000968659535870934,-0.006035026433843846,0.00611227006550166
4,500,289,-0.0003793693018263742,0.0023461698077594474,0.0023766433964754227
4,500,290,-0.02140000720069542,-0.014971315407117823,0.026117055599918216
4,500,291,-0.006336069492623812,-0.011253214677800253,0.012914357018451101
4,500,292,-0.0070237547292426716,-0.006102082774836658,0.009304221874370636
4,500,293,-0.0012761513583764877,0.006414886539366456,0.0065405910743931315
4,500,294,-0.004723731155660983,0.009649593051269535,0.010743755492660448
4,500,295,0.005687501977337325,-0.0046466157732408175,0.007344298256902857
4,500,296,-4.407121748995735e-05,0.003378827978087795,0.003379115383901518
4,500,297,0.0036031050482416235,0.0025698885565649775,0.004425685617147686
4,500,298,0.0013764025642246359,0.008432031825129528,0.00854363182252146
4,500,299,-0.0023483781746080476,0.00171674044492157,0.0029089650747654116
4,500,300,-0.027575461516245556,0.008784022634946285,0.028940717535769364
4,500,301,0.005832270383337038,0.003118020239699327,0.006613427858495548
4,500,302,-0.003182374827764636,0.00489762372673362,0.00584073862735306
4,500,303,0.002449031509968267,-0.00034937286417694027,0.002473826334858744
4,500,304,0.005331847806074003,0.0010478268412374276,0.005433833096107551
4,500,305,0.013226677442247632,0.022830351731562035,0.026385032809304976
4,500,306,-0.0002585573764783928,-0.002635586961387877,0.00264823914100845
4,500,307,0.007622322892866514,0.00014270740746233246,0.007623658681188552
4,500,308,-0.004878616773100632,-0.0027026227900566117,0.005577192085997416
4,500,309,0.000577292298723705,-0.0005064086084873411,0.0007679297343610186
4,500,310,0.01156766022150612,-0.0014355969577093618,0.011656401744329139
4,500,311,-0.007944462139677902,-0.0033960655939258306,0.008639892372421222
4,500,312,-0.007313073864461992,0.008422772203810398,0.01115455695867649
4,500,313,0.0016876449189309486,0.004251713622712375,0.0045744086067984165
4,500,314,-0.01264937920286884,0.0052587939896514635,0.01369896742253098
4,500,315,0.022183924451839462,-0.02070983599163095,0.03034837410612261
4,500,316,0.00454841704026993,-0.005550546546165011,0.007176117650468267
4,500,317,-0.0034225839511814325,0.0056049533131372125,0.006567311668052044
4,500,318,0.008205805483526108,-0.0025726025917723527,0.008599623696921917
4,500,319,0.0055021224206662665,0.0003320662954928697,0.005512133811565243
4,500,320,0.008102463985492005,-0.0019397914028369452,0.00833142924849723
4,500,321,0.00440238615863382,0.0003831741339586114,0.004419030018755878
4,500,322,-0.013605923117500635,-0.005018867007049133,0.014502074676189766
4,500,323,-0.0073656653996828116,0.0007069292444453992,0.007399511858003654
4,500,324,-0.0020274695717836587,0.002278673683496457,0.003050079772787578
4,500,325,-0.03397803350944021,0.043528475772383245,0.05521987834317998
4,500,326,-0.012471313594673407,-0.009101525026249337,0.015439281737831224
4,500,327,-0.0019195435791748616,-0.007183215201419164,0.007435269207113539
4,500,328,-0.0035441692876859313,-0.001166021831828851,0.0037310511725353905
4,500,329,-0.006760419671347197,-0.0049603215939554085,0.008384990426243697
4,500,330,-0.016738887419689936,0.01575552461706463,0.022987538102371544
4,500,331,0.004181373784380512,-0.007954048427360794,0.008986143394666331
4,500,332,0.007096381965278673,-0.002137417801040639,0.007411288137249678
4,500,333,0.007311838518398928,-0.0031665022107409914,0.007968043597381343
4,500,334,-0.002064772537207339,-0.0007112252731405213,0.0021838331024964888
4,500,335,0.00427164603985959,0.012166162319813243,0.012894280339820896
4,500,336,0.006362196991857503,-0.002004655681216657,0.006670546826417972
4,500,337,0.00020180388365709202,0.0008687880421793164,0.0008919178603957064
4,500,338,-0.0007460287237532407,0.000794643675699477,0.001089962122274928
4,500,339,0.008957250898813465,-0.004964183007418843,0.010240871866957452
4,500,340,0.008247656814095838,-0.02096425351436994,0.02252828818037167
4,500,341,0.0035594029148066325,0.0019529897133092392,0.004059989892872352
4,500,342,0.002516535720201096,0.0063427311419086314,0.006823722618159799
4,500,343,0.01158945384227494,-0.005185760790083695,0.012696753732123454
4,500,344,-0.009450004910820233,0.0013029289081712642,0.009539403364690838
4,500,345,0.0040427628542704,-0.01340759786358332,0.014003842757166068
4,500,346,0.0005513250887645111,-0.0018049774994978866,0.0018873004867256404
4,500,347,-0.005030449402192879,0.004677116314794705,0.006868830920188784
4,500,348,-0.004295918522423633,0.0050720907612586946,0.006646880519593251
4,500,349,0.006202071338264072,-0.0003136426777007135,0.006209996828839124
4,500,350,0.005090169943740458,0.04892493321598798,0.049189012190173555
4,500,351,-0.0030884179437797098,-8.242920206702853e-05,0.0030895177566756106
4,500,352,0.00036414223037392845,0.0047588667115377545,0.004772778220504684
4,500,353,0.012587707942179394,-0.005644686503692034,0.01379539332395308
4,500,354,-0.0006571075826698245,-0.018861328336119244,0.01887277131155085
4,500,355,0.007022174011468012,-0.00846196251830573,0.010996169219712281
4,500,356,-0.005642564048773085,0.004888538687999915,0.007465677434002787
4,500,357,0.008152343027497235,0.002647962856634155,0.008571604524713963
4,500,358,0.01506012843714677,-0.0001947758651132483,0.01506138792346135
4,500,359,-0.0032041738939792364,0.010745918482502568,0.011213451492535576
4,500,360,0.0005884714927172872,0.009817220991027636,0.009834842483965595
4,500,361,0.0007110552421746923,-0.006886297969649481,0.006922911185637345
4,500,362,-0.013672858208387888,0.004332282452156945,0.014342793411046087
4,500,363,0.0060850443361447504,0.004776270725654263,0.007735665880684688
4,500,364,0.0019531111609423252,-0.010415870645540875,0.010597405555683786
4,500,365,-0.006400944170939339,0.005066944226445505,0.008163700758442322
4,500,366,-0.005983338981753858,0.002749600637134964,0.006584880335610382
4,500,367,0.0025040614533840522,0.006022092018720003,0.006521956458322534
4,500,368,-0.017589953542914795,0.010572660204683313,0.020522855781922627
4,500,369,0.0045718483152515045,-0.005592138543108528,0.007223144087098636
4,500,370,0.01208939047043294,0.005831507242695864,0.013422363378638245
4,500,371,0.0037835082485926184,-0.002348429456619351,0.004453095056237385
4,500,372,-3.894776920763321e-05,-0.0069364801278988504,0.0069365894713080654
4,500,373,0.004377104698471289,-0.003659884167046888,0.005705593541217244
4,500,374,-0.008808899930406148,-0.0027265781376448707,0.00922122260465457
4,500,375,0.0359999999999979,0.04400000000000208,0.056850681614207865
4,500,376,-0.01567119597346645,-0.0074394614245635714,0.017347390856447563
4,500,377,-0.0173352677279965,0.005786373944625604,0.01827549262341125
4,500,378,0.010730690970371068,-0.006031569653909721,0.012309653171051075
4,500,379,0.0028093843480192357,0.0014934062480664583,0.0031816509294168966
4,500,380,-0.025225470398552923,-0.010263500082135522,0.02723350492985186
4,500,381,0.01015455768775636,-0.003593470637004841,0.010771632794195492
4,500,382,-0.003406443779626399,0.014637676664198,0.01502882022480015
4,500,383,0.005335232088616268,0.006193497119252744,0.008174601397352212
4,500,384,-0.002325831510014058,-0.00481660050507411,0.005348750567978885
4,500,385,-0.014815900133854754,-0.027781167997964984,0.03148498359706594
4,500,386,-0.017604098377869106,0.006948651166476045,0.018925856195455535
4,500,387,0.0022207272027739157,0.0160700300165032,0.016222746192937062
4,500,388,0.008099832864723497,0.014827802388872689,0.01689588755052286
4,500,389,0.009750319881241106,-0.003046843256218913,0.010215282258190043
4,500,390,0.017345062701472465,-0.018192993603931652,0.025136352487795624
4,500,391,-0.0029364912167569686,0.007062023818636683,0.007648212933822035
4,500,392,-0.006247592589989681,-0.006418253606985012,0.008956918696408385
4,500,393,0.010186809911568444,0.006810964659900528,0.012253992646188547
4,500,394,0.008031479619173453,-0.011028530510347597,0.013643062342849071
4,500,395,0.008497080058865713,-0.015157384342924522,0.01737661272072054
4,500,396,-0.01261107727410093,0.01247599027198469,0.017739492757122496
4,500,397,-0.0021860669216069327,0.016119095554211087,0.016266657003561967
4,500,398,-0.004462248531649363,0.01754296446184398,0.01810158181120445
4,500,399,-0.0033819224662899414,0.006740707170741913,0.0075415205847155315
4,500,400,0.06857546151624316,-0.0028001689857524922,0.06863260790990328
4,500,401,0.0055534375627832675,-0.015310779029128108,0.01628682360813554
4,500,402,-0.005956364791537052,-0.00019815731288005066,0.0059596600448775655
4,500,403,0.005155039552949598,-0.010090190518899157,0.011330771266783089
4,500,404,-0.0015986777779922249,-0.005169632163077043,0.0054111798472575995
4,500,405,-0.02718620141841205,-0.002370777995967126,0.027289377711274973
4,500,406,0.0006274425675197218,-0.021424309979222792,0.0214334958012304
4,500,407,-0.012061526073910952,0.005562241759424527,0.01328227934587734
4,500,408,0.00974365138780551,-0.0004634674658009108,0.009754667829246682
4,500,409,0.020426062723452258,-0.011656534503518626,0.023518053384881287
4,500,410,-0.04061507244553657,0.00445585927719668,0.04085876639907724
4,500,411,0.017917161879387706,-0.006522676876954691,0.01906751172684426
4,500,412,0.00833986200516799,-0.020317930962947598,0.021962960111978288
4,500,413,-0.0040963218546479895,0.003013982277752274,0.005085660419991835
4,500,414,0.0029441195427449994,0.010595547925044928,0.010996975753083067
4,500,415,-0.023788009088392296,0.015254036222901647,0.02825871542513973
4,500,416,-0.008156036893885438,-0.0008294637713274262,0.008198106364421308
4,500,417,0.0007804099820498296,9.72674971171239e-06,0.0007804705950533753
4,500,418,0.013460064572003886,0.013616629479572005,0.019146434045703223
4,500,419,0.018927001693554112,0.005418114520396644,0.019687238457029296
4,500,420,-0.004978944212044727,0.0441283205350089,0.04440831632371511
4,500,421,0.00495802870827069,0.006226600316112634,0.00795943466388476
4,500,422,-0.01082581227506993,0.008451425637876517,0.013734074658585895
4,500,423,0.004032835250608009,-0.006815535184449946,0.00791929794925167
4,500,424,-0.005125757530962579,-0.023590049668044358,0.0241405019336181
4,500,425,0.0672829851944387,-0.016653087569877257,0.06931324132000363
4,500,426,-0.0016011637271202334,-0.016861151764609592,0.016937005759881017
4,500,427,-0.0037088501091433594,-0.004713462456932906,0.005997691011131592
4,500,428,0.0019570233673818814,0.009999249108006833,0.010188960849098113
4,500,429,0.008143590045666794,-0.017580357454309605,0.019374907149537067
4,500,430,0.02924589336781548,0.0045127826231034064,0.029592017266232756
4,500,431,-0.010946224093571507,-0.010786677333025506,0.015367896075699224
4,500,432,0.0029309299777944765,-0.0005252859282531455,0.0029776292316463946
4,500,433,0.015372818760770433,-0.001711684710505671,0.015467818889542063
4,500,434,-0.014836243103336762,0.00352699739139219,0.015249715407842696
4,500,435,0.04592752747583925,-0.0004365090824857125,0.045929601786027514
4,500,436,0.009107495256018207,0.01752572868068907,0.01975088948952734
4,500,437,-0.00807285322599591,0.008792726686237231,0.011936624388299271
4,500,438,-0.021245385558066605,0.003806742533724198,0.021583736845805224
4,500,439,0.003604679282225713,0.02276561518927632,0.0230492287869663
4,500,440,0.034189500858294496,-0.011732329471357805,0.0361465008508958
4,500,441,0.003733192858276488,0.0010713548661563674,0.003883880812579539
4,500,442,-0.008954862071105569,0.0018431858727983638,0.009142586552732689
4,500,443,-0.02239293244200695,0.0061211702499801394,0.023214481441150677
4,500,444,-0.004804850795419344,0.01959918441460016,0.02017955948190514
4,500,445,0.008441443086819642,0.022965150763836484,0.024467450030474253
4,500,446,-0.01708449810040172,0.0025922911740237,0.017280047710395686
4,500,447,-0.012732054734834459,-0.010509452725920876,0.016509203928996283
4,500,448,-0.015662837459804686,0.008747158766985107,0.017939823404568546
4,500,449,-0.018671238760105433,-0.0004825689076802129,0.018677473854553327
4,500,450,-0.006090169943744039,-0.0749089507990297,0.07515611139325355
4,500,451,0.002685509843288865,-0.007202754569902636,0.007687108462396943
4,500,452,-0.03370960039389879,-0.004208007377769521,0.03397123025160708
4,500,453,0.004105661392012383,0.020683603288505138,0.021087150126608424
4,500,454,-0.008606405986046528,-0.015599362595480837,0.01781601350981594
4,500,455,-0.012952197055922,-0.008682223951087096,0.015592960633319925
4,500,456,0.013268828227872967,0.0026465522317781326,0.013530189993356645
4,500,457,0.012421883272147266,-0.003253085411578347,0.012840784583578837
4,500,458,0.007268428003365914,-0.008258448655628206,0.011001455350896132
4,500,459,0.011048562907568013,-0.003041441519054407,0.011459542261203793
4,500,460,-0.00043096646680221393,-0.01889211433080368,0.01889702928990866
4,500,461,-0.012966934446522253,0.0004761293521196419,0.012975672934393624
4,500,462,0.012579185206635798,0.006828131208394705,0.014312905933523724
4,500,463,0.008949362245608227,-0.021520863360401852,0.02330748043826713
4,500,464,0.0044000297602303185,-0.0068340479364802495,0.008128005480376009
4,500,465,0.022657739479092755,-0.011455661406045477,0.02538907908043138
4,500,466,0.009408385836933725,0.003330653269300902,0.009980529808428003
4,500,467,0.03310823384145353,0.002537806400998809,0.03320535513180546
4,500,468,0.00867224636786077,-0.009448775214597019,0.012825256727288434
4,500,469,0.0037252482100540193,-0.009869138303840827,0.010548808704628635
4,500,470,0.011216114027053596,-0.0011102019054885024,0.011270925522725218
4,500,471,0.025695155734132297,0.010216843281665786,0.02765185192430032
4,500,472,0.011013764141512335,-0.008174239258107367,0.013715727760992
4,500,473,0.013373282343367435,0.01193905964441199,0.017927236982542796
4,500,474,0.01358769892494418,0.0003313533431690289,0.013591738561087707
4,500,475,-0.04331519592911632,-0.07844598732552244,0.08961015079695916
4,500,476,0.020343792059490003,0.010065538798854837,0.02269768593207291
4,500,477,0.0013083138210398416,-0.02135839948417527,0.02139843250287138
4,500,478,0.008075648339181238,-0.019386609923420287,0.0210013509189523
4,500,479,-0.0030035957846626326,-0.012823652930152713,0.013170712285622877
4,500,480,0.02748592230590644,-0.03264708212949377,0.04267678404678868
4,500,481,0.022929314683817408,-0.010729435366387154,0.025315494369081638
4,500,482,-0.008713596706240667,-0.0028070063400119517,0.00915456455282694
4,500,483,0.002449780620856887,0.013165041799865532,0.013391032472611386
4,500,484,0.005753953442703505,0.008124191659407492,0.00995542416673372
4,500,485,0.028059869914832142,-0.0504685434425531,0.0577445250811726
4,500,486,-0.00833908249305242,-0.008959021874764543,0.012239459537840834
4,500,487,0.022536150602133057,0.0040642522087071834,0.022899699342524202
4,500,488,-0.0011759013841545977,-0.0072078518884290295,0.0073031413043146455
4,500,489,-0.0052556078479272,-0.005372471533682046,0.007515641305398887
4,500,490,-0.014709172770489842,-0.03487966457591587,0.03785433613894873
4,500,491,-0.01946489315722285,0.020415360789967547,0.028207605743959294
4,500,492,-0.0002752520081460843,0.012765338252588125,0.01276830546200153
4,500,493,0.0005123617630635485,0.003740649380393749,0.0037755757657991352
4,500,494,-0.007345229833525132,0.0022930198660739147,0.007694825625933135
4,500,495,-0.07489850831809393,-0.022091343267016693,0.0780885010460359
4,500,496,-0.007679486359692098,0.013311507906347327,0.01536784804354352
4,500,497,-0.016948330869919453,0.008382026826240016,0.018907783925993866
4,500,498,-0.0067052934982210115,0.004117996044553165,0.007868853304023432
4,500,499,-0.014461739871546397,-0.020000806390110572,0.024681454097499254
